# Location:	Alpine/Davos, Year: 2021-2040, Longitude: -9.844, STD Longitude: -15, Latitude: 46.813	
# NB: The longitudes are defined negative for values to the east and positive to the west.
TIME ta Ghoris Gbn w10 EL
287 -9.89 0 0 3.52 211.32
288 -10.24 0 0 1.91 211.12
289 -10.29 0 0 1.01 213.47
290 -10.24 0 0 3.52 218.15
291 -10.19 0 0 1.91 218.18
292 -10.12 0 0 1.41 218.84
293 -10.04 0 0 0.5 219.65
294 -9.97 0 0 0.2 218.03
295 -9.89 0 0 1.21 218.66
296 -9.81 0 0 0.5 218.24
297 -8.92 25.85 47.82 0.5 218.83
298 -8.09 74 72.38 1.71 220.18
299 -5.69 276.7 585.36 1.01 202.63
300 -3.42 410.77 642.48 0.3 196.64
301 -3.13 228.43 194.92 0 212.43
302 -3.37 164.31 65.92 0.1 218.51
303 -4.85 55.48 0 0.1 238.81
304 -5.41 19.2 0 0.1 247.33
305 -5.98 11.21 0 0.1 242.82
306 -6.41 0 0 0.1 239.11
307 -6.67 0 0 0.4 238.8
308 -7.01 0 0 1.01 235.51
309 -7.4 0 0 0.7 229.51
310 -7.7 0 0 0.91 229.02
311 -8.05 0 0 0.4 225.81
312 -8.39 0 0 0.2 222.64
313 -9.35 0 0 0 216.63
314 -10.48 0 0 0 209.93
315 -11.61 0 0 0.1 203.34
316 -12.26 0 0 0.5 199.01
317 -12.91 0 0 1.91 194.73
318 -13.56 0 0 1.41 191.65
319 -14.05 0 0 0.1 191.17
320 -14.54 0 0 0.3 181.91
321 -14.03 29.96 82.84 0.7 185.49
322 -12.55 174.04 679.12 0.7 184.4
323 -11.26 294.58 806.52 1.01 185.32
324 -10.23 375.58 867.61 0.6 186.58
325 -9.56 402.93 886 0.3 186.13
326 -9.29 373.31 866.25 0.6 187.73
327 -9.4 292.97 803.5 0.4 189.3
328 -10.09 170.93 672.58 0.3 192.73
329 -11.28 27.42 63.21 0.1 192.59
330 -11.96 0 0 0.6 189.89
331 -12.63 0 0 1.01 185.08
332 -13.3 0 0 5.14 185.07
333 -13.97 0 0 2.82 186.22
334 -14.65 0 0 1.41 182.79
335 -15.32 0 0 0.7 182.8
336 -15.99 0 0 0.4 180.28
337 -16 0 0 1.01 181.55
338 -16.02 0 0 0.5 181.81
339 -16.03 0 0 0.6 183.51
340 -16.04 0 0 1.01 183.79
341 -16.06 0 0 2.22 186.45
342 -16.07 0 0 3.52 185.66
343 -16.08 0 0 3.52 188.99
344 -16.09 0 0 4.63 192.39
345 -15.38 19.98 0 2.82 191.85
346 -14.31 86.91 80.2 2.82 194.76
347 -13.88 84.5 0 2.22 202.33
348 -13.42 158.01 32.72 3.12 202.47
349 -11.98 232.5 195.22 5.14 199.23
350 -10.75 320.28 563.54 3.12 195.98
351 -10.43 213.76 413.67 6.04 202.46
352 -10.38 171.8 440.16 3.52 197.17
353 -11.21 40.38 283.47 0.91 186.12
354 -11.48 0 0 0.5 184.49
355 -11.76 0 0 1.21 183.54
356 -12.03 0 0 0.91 183.31
357 -12.3 0 0 1.71 180.91
358 -12.58 0 0 1.01 180.64
359 -12.85 0 0 2.22 178.09
360 -13.12 0 0 1.61 178.56
361 -13.36 0 0 1.91 176.55
362 -13.59 0 0 0.91 181.55
363 -13.81 0 0 0.3 182.58
364 -13.91 0 0 0.1 181.38
365 -14.02 0 0 0.5 180.27
366 -14.12 0 0 0.6 181.25
367 -14.19 0 0 1.41 182.86
368 -14.25 0 0 0.91 181.63
369 -13.23 27.3 54.73 0.7 183.82
370 -10.98 148.86 553.83 2.52 189.95
371 -8.9 256.56 683.26 1.91 189.46
372 -6.66 386.86 788.66 2.22 185.85
373 -5.27 391.97 884.86 1.71 188.71
374 -4.48 368.65 868.51 4.63 192.1
375 -4.16 321.21 810.27 8.36 190.85
376 -4.77 191.15 667.89 2.22 191.38
377 -6.29 40.8 276.26 3.52 190.11
378 -6.76 0 0 0.91 186.61
379 -7.24 0 0 0.5 187.2
380 -7.71 0 0 0.7 189.12
381 -8.19 0 0 0.4 186.26
382 -8.66 0 0 0.4 184.33
383 -9.13 0 0 1.01 187.78
384 -9.61 0 0 0.7 191.16
385 -10.14 0 0 1.61 192.29
386 -10.74 0 0 0.91 193.13
387 -11.35 0 0 0.4 195.25
388 -11.68 0 0 1.71 193.94
389 -12.02 0 0 1.91 193.94
390 -12.35 0 0 0.5 192.23
391 -12.6 0 0 1.01 192.82
392 -12.84 0 0 0.6 194.85
393 -11.88 31.58 126.7 0.4 197.53
394 -10.29 133.9 379.26 0.7 202.66
395 -8.43 261.88 700.94 0.91 199.62
396 -7.03 323.17 736.04 1.61 201.03
397 -6.21 324.17 600.99 1.91 206.88
398 -5.68 325.9 750.8 2.22 208.42
399 -5.61 262.41 735.86 4.63 208.38
400 -6.27 151.56 564.71 3.52 209.28
401 -7.54 30.29 73.09 2.52 206.62
402 -7.77 0 0 3.12 205.39
403 -8 0 0 4.13 205.7
404 -8.23 0 0 6.95 203.17
405 -8.46 0 0 6.55 205.21
406 -8.7 0 0 5.64 207.1
407 -8.93 0 0 4.13 207.76
408 -9.16 0 0 4.63 206.35
409 -9.13 0 0 4.13 211.12
410 -9.07 0 0 3.52 213.13
411 -9 0 0 5.14 213.9
412 -8.96 0 0 7.55 215.62
413 -8.94 0 0 3.52 223.69
414 -9.01 0 0 2.52 225.21
415 -8.82 0 0 0.7 228.74
416 -9.15 0 0 0.7 230.53
417 -8.49 32.41 63.77 1.01 234.65
418 -7.32 57.65 0 1.41 239.56
419 -6.59 89.56 0 0.7 236.12
420 -4.92 234.18 233.82 1.91 231.95
421 -2.8 393.73 660.29 1.71 228
422 -2.29 241.48 259.48 1.91 242.83
423 -2.35 163.92 139.18 1.71 246.89
424 -3.53 15.45 0 1.91 263.88
425 -4.45 12.89 0 0.91 261.75
426 -4.3 0 0 2.52 259.96
427 -4.16 0 0 2.82 259.16
428 -4.06 0 0 4.13 255.95
429 -3.87 0 0 1.71 258.21
430 -3.72 0 0 0.91 259.11
431 -3.68 0 0 1.61 254.85
432 -3.45 0 0 1.41 255.42
433 -3.52 0 0 2.52 255.78
434 -3.6 0 0 4.13 253.95
435 -3.72 0 0 2.82 251.09
436 -3.71 0 0 0.6 250.55
437 -3.74 0 0 1.01 248.98
438 -3.78 0 0 1.01 247.42
439 -3.79 0 0 2.52 245.11
440 -3.81 0 0 0.7 244.48
441 -2.63 29.35 66.51 0.3 248.83
442 -0.16 153.37 420.7 2.52 253.41
443 1.63 226.13 428.71 1.91 258.83
444 2.9 262.66 374.7 1.21 253
445 3.79 278.51 362.18 1.71 251.41
446 4.43 285.2 426.94 2.52 250.42
447 4.87 280.32 645.63 2.82 242.32
448 4.79 205.56 620.86 2.82 239.18
449 3.55 46.74 324.65 0.5 238.61
450 3.08 0 0 0.3 242.34
451 2.62 0 0 0.3 244.6
452 2.15 0 0 0.1 244.37
453 1.68 0 0 0.1 247.23
454 1.21 0 0 0.2 246.31
455 0.74 0 0 2.22 247.79
456 0.28 0 0 0.7 249.09
457 -0.25 0 0 1.41 251.09
458 -0.81 0 0 0.91 251.97
459 -1.36 0 0 0.2 254.48
460 -1.65 0 0 0.1 252.96
461 -1.94 0 0 0.5 254.55
462 -2.23 0 0 1.21 258
463 -2.43 0 0 1.01 256.68
464 -2.64 0 0 1.91 260.4
465 -1.39 38.69 114.73 1.71 264.36
466 -1.07 59.91 0 1.41 265.87
467 0.29 178.79 165.48 1.21 260.25
468 1.02 203.06 111.56 0.7 263.32
469 2.36 298.47 388.97 0.3 262.15
470 2.91 261.65 310.59 0.3 253.18
471 3.26 252.82 559.75 0 247.2
472 3.12 167.86 600.87 0 241.16
473 2.3 55.43 398.41 0 238.5
474 1.6 0 0 0.1 237.56
475 0.9 0 0 0.4 236.44
476 0.2 0 0 0.2 235.2
477 -0.5 0 0 0.2 234.28
478 -1.21 0 0 1.21 235.47
479 -1.91 0 0 1.21 235.32
480 -2.61 0 0 0.91 234.67
481 -3.21 0 0 1.91 234.16
482 -3.9 0 0 2.52 230.92
483 -4.58 0 0 0.3 226.59
484 -4.96 0 0 1.91 225.61
485 -5.33 0 0 1.21 226.19
486 -5.71 0 0 1.61 228.01
487 -5.99 0 0 1.41 229.13
488 -6.36 0 0 1.21 230.11
489 -5.35 34.04 126.22 0.91 238.05
490 -4.21 116.57 128.4 2.22 236.54
491 -3.09 198.54 234.18 2.52 231.52
492 -3.26 147.8 20.6 3.12 250.3
493 -2.17 274.3 289.47 2.22 242.36
494 -1.47 304.43 488.27 2.82 241.52
495 -1.18 266.33 493.78 1.71 236.04
496 -1.89 91.15 53.66 3.12 247.55
497 -2.76 36.01 102.08 1.71 246.94
498 -2.95 0 0 0.91 241.29
499 -3.14 0 0 1.91 240.84
500 -3.33 0 0 2.22 241.08
501 -3.52 0 0 1.61 244.42
502 -3.71 0 0 1.41 242.44
503 -3.9 0 0 1.41 238.27
504 -4.09 0 0 0.5 236.38
505 -3.98 0 0 0.2 235.19
506 -3.8 0 0 0.91 231.47
507 -3.61 0 0 0.1 234.6
508 -3.47 0 0 0.1 231.59
509 -3.34 0 0 0.6 230.56
510 -3.21 0 0 0.3 233.16
511 -3.09 0 0 0.1 233.1
512 -2.98 0 0 0.3 233.48
513 -1.41 38.11 178.48 0.7 235.11
514 1.4 178.22 672.34 1.71 240.45
515 3.81 287.8 783.18 0.5 240.39
516 5.86 369.66 857.94 1.41 240.9
517 7.3 393.82 848.57 1.91 243.54
518 8.03 352.56 795.86 0.7 245.39
519 7.08 285.11 763.11 0.7 242.32
520 7.51 180.76 670.36 0.6 248.77
521 6.09 56.79 349.01 0.2 246.22
522 5.67 0 0 0.3 248.39
523 5.25 0 0 0 247.15
524 4.82 0 0 0.3 248.51
525 4.4 0 0 0.1 249.51
526 3.98 0 0 0.1 251.68
527 3.56 0 0 0.4 254.6
528 3.14 0 0 0.2 251.89
529 2.41 0 0 0.5 246.4
530 1.64 0 0 2.52 249.12
531 0.87 0 0 3.52 251.55
532 0.47 0 0 5.14 253.54
533 0.07 0 0 1.91 254.02
534 -0.33 0 0 2.22 253.78
535 -0.61 0 0 1.41 256.06
536 -0.89 0 0 0.6 256.29
537 -0.3 26.29 12.04 0.2 253.55
538 1.04 141.03 385.12 0.2 258.93
539 2.41 258.96 564.01 0.1 254.23
540 4.02 417.77 663.61 0.3 245.7
541 4.3 275.74 274.11 0.2 261.8
542 3.75 149.7 12.81 0.6 271.62
543 3.08 102.64 0 1.01 272.77
544 2.46 93.84 37.73 1.21 275.21
545 1.76 25.01 0 1.91 263.09
546 1.29 0 0 1.71 261.5
547 0.81 0 0 1.21 260.43
548 0.3 0 0 0.1 264.55
549 -0.41 0 0 0.2 263.84
550 -0.63 0 0 0.4 262.8
551 -1.11 0 0 0.3 260.45
552 -1.59 0 0 0.7 260.27
553 -2.03 0 0 0.91 261.46
554 -2.54 0 0 0.3 261.55
555 -3.33 0 0 0.3 255.42
556 -2.92 0 0 1.21 252.47
557 -2.98 0 0 1.01 249.74
558 -3.11 0 0 0.4 249.47
559 -3.19 0 0 1.21 250.74
560 -3.3 0 0 0.91 250.29
561 -2.66 20.16 0 1.91 253.6
562 -1.68 81.2 21.12 0.91 255.83
563 -0.24 190.98 179.43 3.12 254.99
564 1 247.11 172.94 1.71 244.59
565 1.58 225.99 109.93 3.12 247.94
566 2.36 300.14 420.18 3.52 242.19
567 2.5 208.38 254.34 3.52 243.72
568 1.73 67.07 0 3.52 255.18
569 0.76 6.05 0 6.55 255.26
570 0.4 0 0 4.63 253.67
571 0.04 0 0 1.61 254.14
572 -0.32 0 0 1.61 251.19
573 -0.68 0 0 1.41 250.7
574 -1.04 0 0 3.12 245
575 -1.4 0 0 2.22 240.94
576 -1.76 0 0 0.7 239.99
577 -2.13 0 0 1.61 239.67
578 -2.47 0 0 1.61 238.51
579 -2.81 0 0 3.52 236.93
580 -2.97 0 0 2.52 236.75
581 -3.12 0 0 1.61 234.55
582 -3.28 0 0 0.5 230.24
583 -3.38 0 0 1.21 229.29
584 -3.47 0 0 0.5 224.58
585 -1.26 64.51 508.45 0.2 227
586 1.14 205.11 714.86 0.3 228.71
587 3.4 333.2 835.91 0.7 227.34
588 5.25 416.9 894.95 1.41 224.73
589 6.58 447.72 913.89 4.13 224.98
590 7.32 420.25 897.63 5.64 227.45
591 7.46 338.13 842.18 4.13 228.13
592 6.75 213.99 729.03 6.55 226.33
593 5.31 75.62 549.6 2.52 230.78
594 4.67 0 0 2.82 231.86
595 4.03 0 0 1.21 232.55
596 3.39 0 0 2.22 233.28
597 2.75 0 0 0.7 231.03
598 2.11 0 0 0.3 230.4
599 1.47 0 0 0.2 227.71
600 0.83 0 0 0.1 227.04
601 0.08 0 0 0.2 228.7
602 -0.73 0 0 0.7 228.89
603 -1.54 0 0 0.1 226.97
604 -1.98 0 0 0.4 224.88
605 -2.42 0 0 0.5 227.41
606 -2.85 0 0 0.6 227.78
607 -3.16 0 0 2.52 227.38
608 -3.47 0 0 0.6 229.17
609 -1.6 60.14 372.73 0.91 231.85
610 0.36 185.78 674.55 1.01 237.49
611 2.27 307.28 812.17 1.41 235.84
612 3.84 386.66 868.84 2.22 236.36
613 4.96 418.36 891.37 0.7 236.46
614 5.53 390.09 848.2 1.91 242.57
615 5.53 306.51 786.86 0.6 244.25
616 4.79 193.38 675.79 2.52 247.36
617 3.42 67.1 361.16 0.7 250.56
618 2.67 0 0 1.21 253.62
619 1.91 0 0 1.71 252
620 1.16 0 0 1.21 253.8
621 0.4 0 0 2.82 251.34
622 -0.35 0 0 1.21 249.35
623 -1.11 0 0 2.52 248.63
624 -1.86 0 0 1.21 253.24
625 -2.38 0 0 0.7 251.88
626 -2.91 0 0 2.22 255.37
627 -3.45 0 0 3.52 254.47
628 -3.74 0 0 4.13 253.75
629 -4.02 0 0 1.21 252.57
630 -4.3 0 0 2.22 252.23
631 -4.5 0 0 3.52 252.02
632 -4.72 0 0 3.12 249.55
633 -4.03 21.77 0 3.12 253.56
634 -3.62 81.49 11.19 3.52 254.73
635 -2.97 62.32 0 2.22 256.82
636 -0.97 286.75 312.55 7.15 246.9
637 -0.01 274.85 175.25 5.14 254.19
638 0.91 292.02 342.18 0.91 255.96
639 0.67 172.37 99.85 1.61 265.79
640 0.9 177.59 417.85 1.71 254.89
641 0.31 83.43 413.05 1.41 249.19
642 -0.41 1.22 0 1.91 245.96
643 -1.12 0 0 0.91 242.74
644 -1.84 0 0 1.41 239.54
645 -2.55 0 0 0.7 236.36
646 -3.27 0 0 0.5 233.18
647 -3.98 0 0 0.2 230.03
648 -4.7 0 0 0.7 226.89
649 -5.31 0 0 0.1 224.26
650 -5.99 0 0 0.4 216.56
651 -6.67 0 0 0.4 214.36
652 -7.05 0 0 0.91 213.37
653 -7.43 0 0 0.4 212.26
654 -7.81 0 0 0.1 212.39
655 -8.08 0 0 0.1 211.99
656 -8.36 0 0 0.1 213.91
657 -6.39 65.91 260.89 0.4 217.05
658 -4.98 161.99 417.09 0.2 218.72
659 -3.13 300.68 732.9 0.1 214.23
660 -1.77 360.62 742.39 0.7 220.84
661 -0.87 379.23 711.05 0.2 223.17
662 -0.55 330.59 536.37 0 226.42
663 -0.82 240.71 342.02 0 232.54
664 -1.81 123.46 115.4 0.2 237.26
665 -3.12 33.17 0 0.1 243.23
666 -3.38 0.92 0 0.3 243.05
667 -3.64 0 0 0.91 247.05
668 -3.91 0 0 0.7 247.43
669 -4.17 0 0 1.01 245.14
670 -4.43 0 0 2.22 246
671 -4.69 0 0 1.41 246.81
672 -4.95 0 0 0.2 249.66
673 -5.11 0 0 0.2 247.71
674 -5.2 0 0 0.1 249.72
675 -4.94 0 0 0 250.25
676 -4.86 0 0 0.1 249.8
677 -4.75 0 0 0.3 252.49
678 -4.89 0 0 1.71 255.17
679 -5.73 0 0 0.5 251.69
680 -5.06 0 0 0 254.9
681 -3.73 20.71 0 0 255.97
682 -2.01 98.18 35.3 0 252.45
683 -1.09 120.89 4.33 0 259.71
684 -0.97 86.92 0 0.1 265.8
685 -1.28 39.69 0 0 268.9
686 0.84 371.15 524.93 0 249.1
