# Location:	Mediterranean/Rome Airport Campino, Year: 2021-2040, Longitude: -12.583, STD longitude: -15, Latitude: 41.800	
# NB: The longitudes are defined negative for values to the east and positive to the west.
TIME ta Ghoris Gbn w10 EL
56 -0.77 5.27 0.00 1.10 246.21
57 1.64 104.34 581.47 1.10 252.64
58 3.37 254.93 778.52 1.10 250.45
59 4.91 381.67 649.70 0.70 251.62
60 4.93 255.36 174.01 1.10 267.23
61 5.39 355.82 455.59 1.40 255.44
62 5.25 253.42 233.02 1.40 260.90
63 3.82 23.23 0.00 1.30 282.34
64 2.69 12.69 0.00 1.80 281.11
65 1.80 9.49 0.00 2.70 279.52
66 1.51 0.00 0.00 3.31 276.87
67 1.23 0.00 0.00 2.40 276.08
68 0.95 0.00 0.00 1.60 274.88
69 0.66 0.00 0.00 1.40 272.97
70 0.38 0.00 0.00 3.31 273.55
71 0.10 0.00 0.00 3.51 269.09
72 -0.19 0.00 0.00 6.21 270.17
73 -0.34 0.00 0.00 5.41 268.23
74 -0.47 0.00 0.00 6.61 266.20
75 -0.60 0.00 0.00 6.21 265.52
76 -0.65 0.00 0.00 10.02 265.50
77 -0.71 0.00 0.00 7.61 265.99
78 -0.76 0.00 0.00 4.71 263.67
79 -0.79 0.00 0.00 4.31 264.94
80 -0.82 3.86 0.00 3.00 265.34
81 1.19 53.26 56.39 2.70 269.30
82 3.90 197.07 446.74 3.00 266.08
83 6.33 317.95 572.92 4.71 263.83
84 7.21 281.02 246.37 3.31 274.59
85 8.93 440.40 759.41 3.00 266.66
86 9.81 395.34 881.36 2.90 267.57
87 9.92 296.67 803.75 1.80 270.31
88 8.97 161.51 630.83 2.50 273.02
89 7.34 35.33 194.08 2.00 276.09
90 6.95 0.00 0.00 0.60 275.01
91 6.55 0.00 0.00 0.60 271.82
92 6.15 0.00 0.00 0.60 269.55
93 5.75 0.00 0.00 1.10 268.11
94 5.35 0.00 0.00 1.30 268.98
95 4.95 0.00 0.00 0.40 269.78
96 4.55 0.00 0.00 0.70 270.17
97 4.07 0.00 0.00 2.00 268.50
98 3.57 0.00 0.00 1.60 265.65
99 3.06 0.00 0.00 2.40 263.67
100 2.80 0.00 0.00 2.90 262.13
101 2.53 0.00 0.00 3.81 262.96
102 2.27 0.00 0.00 4.31 264.93
103 2.08 0.00 0.00 2.50 268.36
104 1.90 3.85 0.00 2.50 270.58
105 4.15 76.86 273.91 3.81 278.80
106 5.35 159.84 223.82 4.71 284.22
107 7.73 361.19 720.76 5.81 279.11
108 9.77 478.61 773.02 4.71 279.04
109 10.13 334.29 389.35 3.00 292.80
110 9.97 266.49 232.28 2.00 295.95
111 9.01 149.83 61.61 1.80 304.74
112 7.81 74.18 8.17 1.60 305.36
113 6.55 17.91 0.00 1.10 303.31
114 6.40 0.00 0.00 1.40 302.50
115 6.26 0.00 0.00 1.60 303.13
116 6.11 0.00 0.00 0.60 300.00
117 5.96 0.00 0.00 1.60 299.80
118 5.81 0.00 0.00 1.30 301.23
119 5.66 0.00 0.00 1.10 300.27
120 5.52 0.00 0.00 2.40 298.55
121 5.47 0.00 0.00 2.20 297.53
122 5.49 0.00 0.00 2.20 298.76
123 5.50 0.00 0.00 2.90 298.35
124 5.54 0.00 0.00 3.51 297.76
125 5.58 0.00 0.00 3.31 297.18
126 5.62 0.00 0.00 4.31 296.18
127 5.66 0.00 0.00 5.11 294.16
128 5.71 4.01 0.00 5.41 293.69
129 9.06 88.34 379.27 4.31 299.99
130 11.43 212.73 571.87 4.01 301.42
131 13.26 292.71 518.69 3.51 302.02
132 14.67 362.23 589.12 2.20 302.69
133 15.65 372.83 620.99 1.60 304.52
134 16.21 353.41 658.51 2.00 306.32
135 16.06 255.33 565.13 1.80 310.38
136 14.98 122.96 264.11 1.10 316.74
137 13.53 27.29 61.41 1.10 311.01
138 13.05 0.00 0.00 0.30 309.93
139 12.47 0.00 0.00 0.30 307.69
140 11.89 0.00 0.00 0.20 303.47
141 11.32 0.00 0.00 0.80 304.63
142 10.74 0.00 0.00 0.70 303.06
143 10.16 0.00 0.00 0.40 302.33
144 9.58 0.00 0.00 0.20 302.09
145 8.77 0.00 0.00 0.30 297.92
146 7.89 0.00 0.00 0.20 297.95
147 7.00 0.00 0.00 0.70 300.61
148 6.53 0.00 0.00 0.60 300.29
149 6.05 0.00 0.00 0.80 297.98
150 5.57 0.00 0.00 0.60 295.09
151 5.23 0.00 0.00 1.40 293.30
152 4.88 3.54 0.00 1.60 293.30
153 6.74 60.53 67.71 0.90 297.96
154 7.88 136.43 115.03 0.90 298.66
155 10.13 316.21 496.55 2.40 291.45
156 12.14 432.34 808.39 2.90 285.35
157 13.60 492.09 936.34 3.31 285.33
158 14.32 445.84 909.91 2.90 286.39
159 14.37 341.79 839.35 3.81 290.39
160 13.52 194.33 695.67 3.00 291.18
161 11.96 41.14 268.96 4.01 289.65
162 11.39 0.00 0.00 1.60 295.68
163 10.81 0.00 0.00 1.10 295.61
164 10.24 0.00 0.00 1.40 299.86
165 9.66 0.00 0.00 1.80 301.04
166 9.09 0.00 0.00 0.40 301.65
167 8.51 0.00 0.00 0.60 300.98
168 7.94 0.00 0.00 0.60 303.34
169 7.65 0.00 0.00 1.40 303.71
170 7.37 0.00 0.00 1.30 305.66
171 7.09 0.00 0.00 0.90 306.82
172 6.95 0.00 0.00 0.90 305.93
173 6.82 0.00 0.00 0.90 309.07
174 6.68 0.00 0.00 0.70 307.49
175 6.59 0.00 0.00 0.40 311.52
176 6.51 3.12 0.00 0.90 312.59
177 8.14 43.53 0.00 0.90 320.02
178 10.46 167.15 218.14 1.80 312.63
179 10.92 141.56 10.93 1.60 319.70
180 11.19 145.52 1.11 0.70 323.86
181 11.33 141.87 0.00 0.90 321.46
182 12.76 355.14 518.64 1.80 300.16
183 13.62 344.31 765.23 2.20 295.40
184 13.64 194.86 701.66 3.51 302.85
185 12.71 42.93 286.18 3.81 301.81
186 12.02 0.00 0.00 3.51 301.00
187 11.34 0.00 0.00 2.20 299.90
188 10.65 0.00 0.00 2.50 298.51
189 9.97 0.00 0.00 2.70 297.13
190 9.29 0.00 0.00 4.71 297.66
191 8.60 0.00 0.00 7.61 294.42
192 7.92 0.00 0.00 11.12 292.56
193 7.19 0.00 0.00 11.82 289.56
194 6.43 0.00 0.00 9.52 287.23
195 5.66 0.00 0.00 7.61 284.03
196 5.25 0.00 0.00 7.11 282.76
197 4.85 0.00 0.00 8.31 281.74
198 4.44 0.00 0.00 4.71 280.13
199 4.16 0.00 0.00 3.51 279.86
200 3.87 6.14 0.00 3.51 279.89
201 6.27 102.17 387.53 3.51 285.87
202 7.58 215.68 477.80 6.61 288.03
203 9.27 376.18 731.78 3.81 284.02
204 10.19 393.49 642.06 3.51 291.14
205 11.10 470.41 702.04 3.81 287.12
206 10.64 250.28 192.34 3.81 302.85
207 9.00 25.92 0.00 3.00 321.62
208 7.70 14.65 0.00 5.41 320.03
209 6.72 23.37 0.00 3.31 315.32
210 6.65 0.00 0.00 7.31 315.29
211 6.59 0.00 0.00 6.61 314.21
212 6.53 0.00 0.00 3.81 312.60
213 6.47 0.00 0.00 6.91 311.90
214 6.41 0.00 0.00 6.21 312.31
215 6.34 0.00 0.00 5.81 317.89
216 6.28 0.00 0.00 5.41 320.05
217 6.39 0.00 0.00 3.81 320.06
218 6.26 0.00 0.00 6.21 320.91
219 6.71 0.00 0.00 8.31 322.42
220 6.97 0.00 0.00 7.61 324.43
221 7.13 0.00 0.00 6.61 325.07
222 7.28 0.00 0.00 4.71 325.72
223 7.42 0.00 0.00 5.81 326.26
224 7.56 2.76 0.00 5.81 326.64
225 8.41 21.55 0.00 2.00 328.26
226 9.62 86.09 0.00 0.90 324.08
227 11.51 209.03 124.40 1.30 320.50
228 13.03 271.04 147.18 1.40 314.54
229 14.28 334.52 331.73 2.00 313.46
230 14.04 148.34 7.90 1.80 328.55
231 13.46 91.47 0.00 2.20 329.30
232 12.52 15.97 0.00 1.60 348.28
233 11.81 15.25 0.00 4.71 344.14
234 11.62 0.00 0.00 4.01 334.60
235 11.44 0.00 0.00 2.90 332.34
236 11.25 0.00 0.00 3.31 327.80
237 11.06 0.00 0.00 5.11 326.92
238 10.88 0.00 0.00 4.71 327.22
239 10.69 0.00 0.00 6.61 328.00
240 10.51 0.00 0.00 5.81 326.98
241 9.92 0.00 0.00 7.61 325.02
242 9.23 0.00 0.00 7.31 329.20
243 8.66 0.00 0.00 7.11 329.37
244 8.32 0.00 0.00 3.51 327.10
245 7.98 0.00 0.00 2.20 326.36
246 7.65 0.00 0.00 1.80 325.98
247 7.39 0.00 0.00 1.60 319.92
248 7.17 2.78 0.00 1.80 323.60
249 7.47 10.84 0.00 2.90 321.40
250 9.66 154.37 177.65 3.00 310.07
251 10.45 161.83 27.75 5.41 310.18
252 10.65 140.33 0.00 4.31 315.23
253 10.49 138.09 0.00 5.81 327.83
254 11.01 182.39 42.29 3.00 323.16
255 11.55 260.59 410.27 2.50 300.84
256 11.64 184.58 542.21 1.40 296.84
257 10.96 45.76 294.27 2.00 293.17
258 10.26 0.00 0.00 1.80 290.96
259 9.56 0.00 0.00 2.00 288.34
260 8.86 0.00 0.00 2.40 284.92
261 8.16 0.00 0.00 3.51 280.52
262 7.47 0.00 0.00 3.31 278.96
263 6.77 0.00 0.00 3.31 279.66
264 6.07 0.00 0.00 3.31 278.58
265 5.54 0.00 0.00 2.40 275.12
266 4.93 0.00 0.00 2.20 270.22
267 4.32 0.00 0.00 2.00 271.74
268 3.98 0.00 0.00 3.51 269.45
269 3.64 0.00 0.00 2.70 268.61
270 3.30 0.00 0.00 3.00 269.20
271 3.05 0.00 0.00 1.20 269.45
272 2.79 4.63 0.00 1.80 273.40
273 5.41 79.99 140.41 2.70 284.74
274 5.28 76.82 0.00 2.20 295.71
275 6.79 219.51 145.23 2.50 284.32
276 7.66 237.03 97.31 3.51 289.29
277 8.86 343.57 373.79 2.50 283.21
278 9.34 290.56 287.57 2.90 287.32
279 9.58 273.05 528.70 2.50 283.94
280 9.18 171.48 552.08 2.00 285.38
281 8.07 49.66 305.31 2.00 286.86
282 7.80 0.00 0.00 2.20 287.37
283 7.52 0.00 0.00 2.20 291.62
284 7.25 0.00 0.00 3.31 293.24
285 6.97 0.00 0.00 2.40 294.57
286 6.70 0.00 0.00 3.31 296.12
287 6.43 0.00 0.00 4.71 296.39
288 6.15 0.00 0.00 3.51 297.46
289 6.17 0.00 0.00 2.70 301.26
290 6.27 0.00 0.00 5.11 303.42
291 6.36 0.00 0.00 3.81 305.45
292 6.45 0.00 0.00 3.31 308.05
293 6.53 0.00 0.00 2.20 310.80
294 6.61 0.00 0.00 1.20 311.17
295 6.69 0.00 0.00 2.50 313.75
296 6.77 2.17 0.00 1.80 315.32
297 6.95 7.14 0.00 1.60 319.48
298 8.17 57.93 0.00 2.90 317.45
299 9.69 147.60 13.11 2.20 318.00
300 11.64 262.21 143.98 1.20 301.41
301 13.31 337.04 342.58 0.40 296.02
302 14.07 278.52 175.72 0.40 303.46
303 14.31 215.53 211.39 0.50 303.12
304 13.60 83.64 18.63 0.50 308.71
305 12.64 17.66 0.00 0.30 305.51
306 12.32 0.00 0.00 0.30 305.85
307 11.99 0.00 0.00 0.60 309.79
308 11.67 0.00 0.00 1.10 311.35
309 11.35 0.00 0.00 0.90 314.63
310 11.03 0.00 0.00 1.10 311.47
311 10.71 0.00 0.00 0.70 313.11
312 10.38 0.00 0.00 0.50 315.05
313 9.78 0.00 0.00 0.20 316.91
314 9.15 0.00 0.00 0.20 315.51
315 8.52 0.00 0.00 0.20 314.75
316 8.19 0.00 0.00 0.50 315.42
317 7.72 0.00 0.00 1.30 318.44
318 6.84 0.00 0.00 1.20 319.47
319 7.23 0.00 0.00 0.30 321.58
320 6.83 2.71 0.00 0.50 320.90
321 7.25 7.60 0.00 0.80 324.27
322 7.95 59.14 0.00 0.90 316.93
323 9.07 146.78 11.85 1.10 314.82
324 9.71 163.03 5.65 0.90 319.09
325 10.30 200.01 27.28 0.60 319.30
326 10.90 244.71 109.79 0.90 316.47
327 11.10 190.45 88.38 0.70 308.37
328 10.91 117.72 107.67 0.60 310.63
329 10.29 33.18 87.94 0.40 309.84
330 9.54 0.00 0.00 0.80 305.11
331 8.79 0.00 0.00 1.10 298.12
332 8.04 0.00 0.00 3.31 296.33
333 7.29 0.00 0.00 2.90 295.79
334 6.53 0.00 0.00 2.00 290.36
335 5.78 0.00 0.00 1.40 288.61
336 5.03 0.00 0.00 1.10 284.18
337 4.37 0.00 0.00 1.60 282.88
338 3.66 0.00 0.00 1.20 280.38
339 2.95 0.00 0.00 1.20 279.32
340 2.57 0.00 0.00 1.60 277.64
341 2.18 0.00 0.00 2.70 278.27
342 1.80 0.00 0.00 3.81 275.56
343 1.53 0.00 0.00 4.01 277.04
344 1.26 5.18 0.00 5.11 278.48
345 3.27 66.68 116.87 4.31 281.44
346 5.53 216.39 437.39 4.71 273.68
347 7.55 343.18 703.43 4.31 275.12
348 9.43 458.37 770.12 5.11 275.84
349 10.12 391.63 540.11 6.91 283.45
350 10.08 297.63 287.19 5.81 285.13
351 9.45 219.50 171.27 8.31 287.51
352 8.46 141.78 296.08 6.91 286.37
353 7.07 37.80 131.75 3.81 284.09
354 6.58 0.00 0.00 2.90 281.07
355 6.09 0.00 0.00 3.51 278.76
356 5.60 0.00 0.00 2.90 277.19
357 5.11 0.00 0.00 4.01 273.40
358 4.62 0.00 0.00 3.00 271.81
359 4.13 0.00 0.00 4.31 267.91
360 3.64 0.00 0.00 3.51 267.07
361 3.36 0.00 0.00 4.01 264.15
362 3.02 0.00 0.00 2.70 268.08
363 2.68 0.00 0.00 2.00 268.02
364 2.49 0.00 0.00 1.10 265.94
365 2.29 0.00 0.00 1.80 263.96
366 2.10 0.00 0.00 1.80 264.01
367 1.95 0.00 0.00 2.50 264.70
368 1.80 6.25 0.00 2.00 262.68
369 5.52 101.23 339.04 1.80 271.85
370 7.69 220.32 451.02 3.31 277.59
371 8.94 266.01 292.36 3.00 283.92
372 9.31 241.25 94.06 3.31 290.75
373 9.75 272.98 133.87 3.00 289.70
374 10.61 367.56 482.27 5.41 283.67
375 10.99 327.29 744.50 9.01 282.13
376 10.43 192.25 622.97 4.71 284.13
377 9.02 56.04 360.38 6.21 282.09
378 8.77 0.00 0.00 3.31 278.88
379 8.51 0.00 0.00 2.50 279.77
380 8.26 0.00 0.00 2.70 281.96
381 8.00 0.00 0.00 2.00 279.41
382 7.75 0.00 0.00 1.80 277.78
383 7.49 0.00 0.00 2.40 281.47
384 7.24 0.00 0.00 2.00 285.00
385 7.19 0.00 0.00 2.90 286.91
386 7.15 0.00 0.00 2.40 288.69
387 7.12 0.00 0.00 1.60 291.69
388 7.11 0.00 0.00 2.70 291.10
389 7.10 0.00 0.00 3.00 291.76
390 7.09 0.00 0.00 1.60 290.78
391 7.08 0.00 0.00 2.40 291.89
392 7.08 3.75 0.00 1.80 294.38
393 11.17 102.53 341.21 1.40 305.43
394 13.39 217.83 488.78 1.60 311.00
395 14.92 282.84 327.07 1.80 316.18
396 14.26 128.50 0.00 2.40 333.87
397 15.82 392.09 478.53 2.90 315.94
398 16.97 409.31 763.55 3.31 316.51
399 17.39 331.79 755.91 5.11 316.93
400 16.84 195.80 597.87 5.11 318.61
401 15.47 59.19 345.98 4.31 314.43
402 15.06 0.00 0.00 5.11 312.24
403 14.66 0.00 0.00 6.21 311.67
404 14.25 0.00 0.00 8.31 308.12
405 13.85 0.00 0.00 9.01 309.38
406 13.44 0.00 0.00 8.31 310.45
407 13.10 0.00 0.00 7.61 310.37
408 12.66 0.00 0.00 8.31 307.95
409 12.17 0.00 0.00 8.31 311.27
410 11.67 0.00 0.00 7.61 311.64
411 11.17 0.00 0.00 9.52 310.75
412 10.91 0.00 0.00 13.42 311.40
413 10.66 0.00 0.00 9.01 316.08
414 10.40 0.00 0.00 7.31 316.69
415 10.22 0.00 0.00 4.31 316.86
416 10.05 4.74 0.00 4.01 319.42
417 12.35 79.50 161.61 4.31 327.82
418 13.22 140.00 83.95 4.31 332.61
419 14.54 264.33 271.97 3.31 324.25
420 15.47 301.05 169.82 5.11 330.98
421 16.05 304.71 162.29 4.71 335.07
422 16.17 245.55 115.11 4.71 340.04
423 15.72 156.55 31.27 4.31 346.15
424 14.78 55.61 0.00 4.71 357.61
425 13.82 4.37 0.00 3.00 351.20
426 13.25 0.00 0.00 5.11 349.12
427 12.93 0.00 0.00 5.41 348.64
428 12.43 0.00 0.00 6.61 343.23
429 11.92 0.00 0.00 4.71 340.31
430 11.42 0.00 0.00 3.31 337.46
431 10.91 0.00 0.00 4.01 333.23
432 10.40 0.00 0.00 3.51 329.02
433 9.95 0.00 0.00 4.01 325.10
434 9.53 0.00 0.00 5.41 321.49
435 9.12 0.00 0.00 5.81 317.90
436 8.94 0.00 0.00 2.90 315.60
437 8.76 0.00 0.00 2.70 314.47
438 8.58 0.00 0.00 2.50 310.50
439 8.48 0.00 0.00 3.81 305.97
440 8.38 6.45 0.00 2.20 306.22
441 11.43 105.67 468.27 1.60 316.03
442 13.39 246.50 692.31 4.01 318.81
443 15.13 367.85 815.40 4.31 316.00
444 16.53 444.21 843.08 3.51 309.89
445 17.38 443.60 791.51 4.31 309.73
446 17.80 407.19 786.03 5.81 311.20
447 17.79 326.38 761.69 6.21 308.79
448 17.08 199.40 645.40 6.61 311.77
449 15.85 63.10 350.30 3.00 315.49
450 15.51 0.00 0.00 2.40 323.26
451 15.17 0.00 0.00 1.80 324.58
452 14.82 0.00 0.00 0.90 323.47
453 14.48 0.00 0.00 0.80 325.35
454 14.14 0.00 0.00 0.80 323.58
455 13.80 0.00 0.00 2.50 324.10
456 13.45 0.00 0.00 1.30 324.44
457 12.99 0.00 0.00 2.20 325.21
458 12.43 0.00 0.00 1.80 324.71
459 11.87 0.00 0.00 0.90 325.65
460 11.59 0.00 0.00 0.60 323.24
461 11.31 0.00 0.00 1.10 323.64
462 11.03 0.00 0.00 1.60 325.65
463 10.84 0.00 0.00 1.40 323.56
464 10.66 6.32 0.00 2.40 325.87
465 12.96 78.22 197.69 2.50 332.81
466 14.68 207.52 391.15 2.40 328.63
467 15.72 256.62 179.24 2.20 334.46
468 16.62 312.40 183.95 1.60 332.08
469 17.09 299.38 142.82 1.20 333.20
470 17.16 246.60 108.61 1.10 337.74
471 17.20 243.67 249.98 0.30 330.56
472 17.08 212.90 576.25 0.10 315.64
473 16.25 72.81 437.00 0.10 316.09
474 15.56 0.00 0.00 0.20 316.11
475 14.88 0.00 0.00 0.40 315.94
476 14.19 0.00 0.00 0.30 315.64
477 13.50 0.00 0.00 0.30 315.65
478 12.86 0.00 0.00 0.90 317.83
479 12.12 0.00 0.00 0.90 318.44
480 11.38 0.00 0.00 0.90 318.53
481 10.65 0.00 0.00 1.60 318.57
482 9.82 0.00 0.00 2.40 315.86
483 8.99 0.00 0.00 0.80 312.07
484 8.53 0.00 0.00 2.20 311.96
485 8.08 0.00 0.00 1.60 313.34
486 7.62 0.00 0.00 2.00 315.88
487 7.28 0.00 0.00 2.00 317.90
488 6.81 2.89 0.00 2.00 319.75
489 7.33 16.28 0.00 1.60 325.33
490 9.72 185.22 184.47 2.70 307.45
491 10.07 152.09 15.69 3.31 320.43
492 9.42 36.74 0.00 4.01 331.21
493 8.95 102.93 0.00 3.51 327.61
494 9.62 164.84 28.35 4.31 320.75
495 10.50 339.81 595.20 3.31 301.01
496 10.71 224.67 681.59 4.71 297.43
497 10.19 74.59 418.04 3.51 303.17
498 9.66 0.00 0.00 2.70 298.97
499 9.13 0.00 0.00 3.81 299.50
500 8.61 0.00 0.00 4.01 300.62
501 8.08 0.00 0.00 3.51 304.48
502 7.55 0.00 0.00 3.31 303.56
503 7.03 0.00 0.00 3.00 300.69
504 6.50 0.00 0.00 2.20 299.82
505 6.32 0.00 0.00 1.20 300.01
506 6.14 0.00 0.00 2.20 301.88
507 5.96 0.00 0.00 1.10 305.13
508 5.86 0.00 0.00 0.60 303.36
509 5.77 0.00 0.00 1.30 303.29
510 5.68 0.00 0.00 0.90 306.47
511 5.61 0.00 0.00 0.60 307.39
512 5.55 2.69 0.00 0.70 308.71
513 6.54 26.27 0.00 1.10 311.99
514 7.20 63.46 0.00 2.00 315.17
515 7.82 92.26 0.00 1.10 311.09
516 8.18 103.71 0.00 1.80 317.00
517 8.39 103.16 0.00 2.50 318.53
518 8.75 140.99 0.00 1.40 316.25
519 9.09 157.89 25.17 1.40 313.31
520 8.16 113.45 45.56 1.30 312.31
521 8.37 40.88 53.44 0.80 312.95
522 8.26 0.00 0.00 0.80 313.20
523 8.11 0.00 0.00 0.20 313.20
524 7.73 0.00 0.00 0.60 311.97
525 7.35 0.00 0.00 0.40 310.73
526 6.81 0.00 0.00 0.30 305.96
527 6.28 0.00 0.00 0.60 308.42
528 6.17 0.00 0.00 0.40 304.12
529 5.86 0.00 0.00 0.60 305.85
530 5.48 0.00 0.00 1.80 304.62
531 5.11 0.00 0.00 2.70 305.59
532 4.91 0.00 0.00 3.51 306.99
533 4.72 0.00 0.00 2.50 307.23
534 4.53 0.00 0.00 2.90 306.91
535 4.40 0.00 0.00 2.40 308.61
536 4.27 4.99 0.00 1.60 308.70
537 4.76 13.88 0.00 0.90 307.83
538 5.94 79.29 0.00 0.80 306.40
539 7.92 210.18 86.32 0.60 297.37
540 9.45 270.03 95.70 0.80 297.96
541 10.56 297.86 126.96 0.60 299.92
542 11.32 301.30 178.99 1.10 299.87
543 11.60 250.71 286.79 1.30 300.74
544 11.33 169.41 311.16 1.40 298.15
545 10.45 72.70 232.25 2.20 295.61
546 9.91 0.00 0.00 2.20 294.87
547 9.37 0.00 0.00 1.80 294.59
548 8.83 0.00 0.00 0.70 294.56
549 8.29 0.00 0.00 0.80 291.61
550 7.76 0.00 0.00 0.90 293.38
551 7.22 0.00 0.00 0.80 292.12
552 6.68 0.00 0.00 1.10 292.79
553 6.18 0.00 0.00 1.20 292.70
554 5.62 0.00 0.00 0.70 291.38
555 5.06 0.00 0.00 0.70 290.96
556 4.74 0.00 0.00 1.30 289.23
557 4.43 0.00 0.00 1.30 286.81
558 4.12 0.00 0.00 0.90 286.68
559 3.89 0.00 0.00 1.40 285.27
560 3.66 9.34 0.00 1.30 284.66
561 6.15 71.26 87.72 2.40 291.91
562 8.35 197.73 325.06 1.40 288.84
563 10.00 278.47 274.85 3.31 291.34
564 11.96 408.06 526.17 2.70 290.66
565 12.38 306.21 162.76 3.81 300.74
566 12.52 286.79 170.72 4.31 301.97
567 12.77 319.79 516.09 5.11 290.38
568 12.32 215.24 561.59 5.41 290.58
569 11.01 75.43 316.20 7.31 296.18
570 10.45 1.20 0.00 6.91 295.61
571 9.90 0.00 0.00 4.31 296.90
572 9.35 0.00 0.00 4.31 295.03
573 8.80 0.00 0.00 3.81 295.37
574 8.25 0.00 0.00 5.81 290.95
575 7.70 0.00 0.00 5.11 288.01
576 7.14 0.00 0.00 3.00 287.88
577 6.83 0.00 0.00 4.31 288.87
578 6.50 0.00 0.00 4.31 288.99
579 6.16 0.00 0.00 6.21 288.70
580 5.98 0.00 0.00 5.11 289.76
581 5.80 0.00 0.00 5.11 288.99
582 5.61 0.00 0.00 3.31 286.31
583 5.48 0.00 0.00 4.31 286.69
584 5.35 6.55 0.00 2.90 283.61
585 8.83 94.01 230.80 1.80 292.40
586 11.07 215.61 411.23 1.80 292.13
587 12.75 291.60 312.74 2.00 294.27
588 14.88 452.95 706.18 2.40 290.72
589 16.06 437.88 583.59 3.81 295.80
590 15.87 268.95 141.48 5.11 310.23
591 16.11 346.67 572.36 4.31 296.75
592 15.45 215.38 602.81 5.81 295.56
593 13.95 65.88 280.33 3.81 303.87
594 13.45 1.40 0.00 4.31 298.95
595 13.01 0.00 0.00 3.00 299.77
596 12.48 0.00 0.00 4.31 300.41
597 11.94 0.00 0.00 2.70 298.10
598 11.41 0.00 0.00 2.00 297.37
599 10.87 0.00 0.00 1.60 294.63
600 10.34 0.00 0.00 0.90 293.85
601 9.91 0.00 0.00 0.90 295.67
602 9.52 0.00 0.00 1.40 296.22
603 9.12 0.00 0.00 0.60 294.76
604 8.94 0.00 0.00 1.10 293.07
605 8.76 0.00 0.00 1.10 295.76
606 8.58 0.00 0.00 1.20 296.37
607 8.47 0.00 0.00 2.70 296.26
608 8.36 12.01 0.00 1.20 298.17
609 11.71 115.19 400.35 1.40 305.21
610 13.74 261.55 623.49 1.80 306.05
611 14.95 320.16 414.09 2.00 310.59
612 15.80 353.31 356.52 2.90 313.02
613 16.63 412.08 474.07 1.80 309.43
614 16.48 268.07 134.11 2.90 324.30
615 15.56 143.75 11.35 1.60 330.37
616 14.16 16.29 0.00 3.00 342.13
617 13.08 5.91 0.00 1.80 339.83
618 12.53 0.71 0.00 2.40 339.56
619 11.98 0.00 0.00 2.90 334.72
620 11.43 0.00 0.00 2.50 333.21
621 10.88 0.00 0.00 3.81 327.65
622 10.33 0.00 0.00 2.70 322.57
623 9.78 0.00 0.00 3.81 318.77
624 9.23 0.00 0.00 2.70 319.96
625 8.55 0.00 0.00 1.80 314.84
