# Location:	Wet/Manaus city center, Year: 2021-2040, Longitude: 60.017, STD longitude: 60.0, Latitude: -3.133	
# NB: The longitudes are defined negative for values to the east and positive to the west.
TIME ta Ghoris Gbn w10 EL
101 22.81 0.00 0.00 0.71 380.02
102 22.52 0.00 0.00 0.91 382.96
103 23.60 86.57 415.83 0.61 388.57
104 25.18 330.65 770.67 0.71 385.02
105 27.03 637.36 943.11 1.11 379.95
106 28.72 872.62 1044.34 1.62 379.47
107 30.06 1006.75 861.47 2.53 387.70
108 29.55 479.63 91.25 3.04 420.50
109 29.47 573.66 116.85 2.53 413.17
110 29.11 478.75 43.81 2.53 414.92
111 28.81 476.10 113.29 2.53 412.60
112 28.23 341.33 96.79 2.53 413.13
113 27.37 166.73 16.05 2.02 420.31
114 26.41 46.32 0.00 1.62 425.11
115 26.18 1.19 0.00 1.42 426.78
116 25.96 0.00 0.00 0.71 426.54
117 25.73 0.00 0.00 0.91 427.21
118 25.51 0.00 0.00 0.71 429.51
119 25.28 0.00 0.00 0.61 429.41
120 25.06 0.00 0.00 0.71 428.55
121 25.14 0.00 0.00 0.91 430.94
122 24.91 0.00 0.00 0.91 431.53
123 25.31 0.00 0.00 1.11 434.81
124 25.77 0.00 0.00 1.42 437.64
125 25.69 0.00 0.00 1.42 438.77
126 24.19 0.00 0.00 1.42 430.31
127 26.22 12.40 0.00 1.62 443.59
128 25.69 50.04 0.00 1.62 438.66
129 27.30 95.50 0.00 1.62 441.08
130 27.64 126.78 0.00 1.62 445.34
131 28.21 147.66 0.03 1.62 442.04
132 28.44 164.01 1.05 1.11 442.78
133 28.74 161.12 0.93 1.11 444.45
134 28.78 134.97 0.00 1.11 447.11
135 28.79 123.53 0.00 1.11 447.65
136 28.83 96.22 0.00 0.91 448.75
137 28.63 51.96 0.00 0.71 447.55
138 28.43 17.03 0.00 0.40 448.31
139 28.25 0.43 0.00 0.40 446.39
140 28.08 0.00 0.00 0.30 443.05
141 27.91 0.00 0.00 0.61 443.71
142 27.70 0.00 0.00 0.40 442.21
143 27.24 0.00 0.00 0.30 443.19
144 26.54 0.00 0.00 0.30 440.68
145 25.49 0.00 0.00 0.30 436.20
146 26.47 0.00 0.00 0.30 438.89
147 26.43 0.00 0.00 0.30 439.91
148 26.24 0.00 0.00 0.30 438.26
149 26.10 0.00 0.00 0.30 436.87
150 26.00 0.00 0.00 0.30 436.64
151 26.38 25.29 0.00 0.40 438.57
152 27.01 108.53 0.00 0.40 433.75
153 27.54 173.13 0.17 0.30 435.21
154 28.02 230.56 7.34 0.30 436.12
155 28.41 263.24 1.52 0.40 439.34
156 28.73 291.73 7.12 0.40 441.34
157 28.86 250.91 3.12 0.40 445.97
158 28.75 164.83 0.73 0.40 446.18
159 28.70 177.79 0.74 0.61 445.06
160 28.63 172.09 0.17 0.40 439.70
161 28.21 87.15 0.00 0.61 443.99
162 27.35 34.89 0.00 0.30 444.45
163 27.25 0.74 0.00 0.30 443.44
164 27.23 0.00 0.00 0.30 443.00
165 27.00 0.00 0.00 0.40 442.21
166 26.57 0.00 0.00 0.20 438.29
167 26.09 0.00 0.00 0.20 435.88
168 25.90 0.00 0.00 0.20 433.57
169 25.52 0.00 0.00 0.30 431.74
170 25.50 0.00 0.00 0.30 430.49
171 25.19 0.00 0.00 0.20 428.32
172 25.21 0.00 0.00 0.20 429.06
173 25.12 0.00 0.00 0.20 428.23
174 25.07 0.00 0.00 0.20 427.66
175 25.64 30.90 0.00 0.10 430.21
176 25.45 65.69 0.00 0.20 434.19
177 26.00 48.83 0.00 0.10 442.42
178 26.61 156.65 0.00 0.30 439.43
179 27.34 259.11 6.70 0.20 435.35
180 27.29 88.30 0.00 0.10 444.83
181 28.34 485.98 92.43 0.10 421.67
182 29.52 646.76 229.11 0.20 412.45
183 30.36 610.02 322.25 0.30 412.08
184 30.98 574.86 646.68 0.30 407.89
185 31.14 375.47 747.28 0.30 409.39
186 30.73 143.60 582.59 0.30 413.12
187 30.07 3.48 0.00 0.30 413.43
188 29.41 0.00 0.00 0.30 415.90
189 28.75 0.00 0.00 0.30 415.47
190 28.09 0.00 0.00 0.40 416.91
191 27.43 0.00 0.00 0.71 414.65
192 26.77 0.00 0.00 1.11 413.74
193 25.97 0.00 0.00 0.91 412.32
194 25.10 0.00 0.00 0.71 410.35
195 24.23 0.00 0.00 1.11 407.52
196 23.75 0.00 0.00 1.11 407.06
197 23.28 0.00 0.00 0.71 406.83
198 22.93 0.00 0.00 0.61 406.81
199 23.54 42.27 13.35 0.40 411.30
200 24.23 136.80 16.61 0.61 413.44
201 26.45 513.29 532.01 0.71 393.45
202 27.79 578.60 278.43 1.42 399.53
203 27.93 386.73 41.51 1.42 417.82
204 28.51 575.22 123.05 1.62 411.35
205 28.55 423.89 39.90 2.02 419.99
206 28.68 507.30 93.86 2.53 422.33
207 29.48 855.52 808.15 2.02 386.44
208 29.55 539.00 552.86 3.04 399.00
209 29.00 266.88 245.78 2.53 407.24
210 28.20 127.71 313.83 3.04 401.19
211 27.60 1.42 0.00 2.53 400.36
212 27.01 0.00 0.00 1.42 401.38
213 26.41 0.00 0.00 1.62 400.52
214 25.81 0.00 0.00 1.62 400.67
215 25.21 0.00 0.00 1.42 405.52
216 24.62 0.00 0.00 1.42 407.02
217 24.41 0.00 0.00 1.62 407.73
218 24.25 0.00 0.00 2.02 408.88
219 24.09 0.00 0.00 3.04 409.23
220 24.03 0.00 0.00 3.04 410.24
221 23.97 0.00 0.00 2.53 411.24
222 23.95 0.00 0.00 2.53 412.47
223 24.61 46.50 28.60 2.53 415.90
224 25.70 185.10 74.98 3.04 416.46
225 26.87 342.88 103.46 1.62 417.34
226 27.55 365.73 64.76 1.11 421.54
227 29.49 890.40 671.28 1.42 400.28
228 31.41 1142.94 948.33 1.42 391.70
229 31.72 620.14 183.25 1.62 422.88
230 31.40 456.87 40.45 1.42 441.90
231 30.78 191.06 2.65 1.42 442.22
232 29.94 108.76 0.00 1.42 440.64
233 29.08 30.23 0.00 2.02 443.74
234 28.34 10.43 0.00 2.02 443.92
235 27.93 1.97 0.00 1.62 438.70
236 27.52 0.00 0.00 2.02 433.61
237 27.11 0.00 0.00 2.53 429.50
238 26.70 0.00 0.00 2.53 426.48
239 26.29 0.00 0.00 3.04 423.87
240 25.88 0.00 0.00 3.04 419.67
241 25.24 0.00 0.00 2.53 414.94
242 24.55 0.00 0.00 2.53 410.48
243 23.86 0.00 0.00 3.54 407.21
244 23.49 0.00 0.00 3.04 402.48
245 23.13 0.00 0.00 1.11 399.26
246 22.87 0.00 0.00 1.11 397.81
247 23.85 67.40 241.40 0.91 396.80
248 25.79 329.78 676.19 1.11 388.06
249 27.81 605.26 902.07 2.02 388.08
250 29.70 844.89 1012.81 2.53 383.35
251 31.19 967.43 824.65 4.35 390.23
252 31.28 613.84 182.18 4.35 414.70
253 30.15 276.46 13.69 9.11 431.44
254 29.57 363.23 16.07 6.07 425.11
255 28.90 290.48 23.17 6.07 429.05
256 29.21 624.37 722.45 4.35 395.77
257 28.94 402.29 776.46 4.35 394.66
258 28.15 138.38 482.55 3.54 402.03
259 27.62 4.22 0.00 2.53 401.97
260 27.09 0.00 0.00 2.02 403.55
261 26.56 0.00 0.00 2.53 401.45
262 26.03 0.00 0.00 2.02 402.02
263 25.50 0.00 0.00 2.02 404.68
264 24.97 0.00 0.00 2.02 405.65
265 24.66 0.00 0.00 2.02 404.14
266 24.34 0.00 0.00 2.02 402.00
267 24.01 0.00 0.00 2.02 405.94
268 23.85 0.00 0.00 2.53 406.25
269 23.69 0.00 0.00 2.02 407.93
270 23.55 0.00 0.00 2.53 415.34
271 24.06 26.88 0.00 1.62 422.20
272 24.21 63.84 0.00 1.62 425.59
273 24.59 133.14 0.00 2.02 426.03
274 25.04 297.33 17.66 2.02 418.80
275 26.02 184.77 3.02 2.02 427.08
276 26.17 166.23 1.84 2.53 430.09
277 26.24 158.70 1.19 2.02 430.37
278 26.97 499.82 86.57 2.02 412.53
279 27.86 594.08 281.37 2.02 407.28
280 28.37 520.56 458.11 1.62 397.32
281 28.41 290.75 308.37 1.62 405.95
282 28.05 129.69 306.19 1.62 402.40
283 27.53 3.99 0.00 1.62 404.22
284 27.01 0.00 0.00 2.02 405.31
285 26.49 0.00 0.00 1.62 403.86
286 25.98 0.00 0.00 2.02 402.60
287 25.46 0.00 0.00 2.53 400.14
288 24.94 0.00 0.00 2.53 398.43
289 24.45 0.00 0.00 1.42 399.49
290 23.92 0.00 0.00 1.62 399.44
291 23.39 0.00 0.00 2.53 397.61
292 23.11 0.00 0.00 2.53 397.17
293 22.82 0.00 0.00 1.11 396.54
294 22.62 0.00 0.00 0.91 395.21
295 23.58 63.63 209.20 1.11 399.62
296 25.37 296.76 614.76 1.11 391.62
297 27.24 545.15 792.45 1.42 391.08
298 29.01 763.12 868.23 2.02 388.10
299 30.53 911.63 854.35 2.53 387.83
300 31.73 990.10 832.08 2.53 387.63
301 32.59 995.87 817.87 1.62 388.02
302 33.08 924.91 800.05 1.62 392.02
303 33.21 785.09 783.64 2.02 391.82
304 32.87 583.44 718.65 1.62 393.83
305 32.00 347.39 614.07 1.42 396.64
306 30.76 117.15 354.02 1.11 402.84
307 29.93 3.16 0.00 0.91 401.04
308 29.10 0.00 0.00 0.71 404.69
309 28.27 0.00 0.00 0.61 405.54
310 27.44 0.00 0.00 0.61 400.37
311 26.61 0.00 0.00 0.40 399.58
312 25.78 0.00 0.00 0.30 398.98
313 25.15 0.00 0.00 0.20 398.92
314 24.42 0.00 0.00 0.10 396.25
315 23.69 0.00 0.00 0.30 394.11
316 23.27 0.00 0.00 0.30 393.59
317 22.85 0.00 0.00 0.20 392.38
318 22.54 0.00 0.00 0.20 394.10
319 23.33 58.35 156.10 0.10 399.65
320 24.68 249.50 389.12 0.10 392.61
321 26.19 472.26 505.04 0.30 395.96
322 27.58 654.29 520.15 0.30 392.30
323 28.76 779.69 507.64 0.40 396.49
324 29.84 912.39 631.86 0.61 396.84
325 30.57 903.58 614.38 0.61 398.69
326 30.99 849.48 601.30 0.61 400.98
327 31.07 721.14 591.05 0.71 403.50
328 30.71 523.32 479.27 0.61 408.68
329 29.88 302.65 388.29 0.40 413.86
330 28.74 100.45 225.55 0.40 417.85
331 28.09 3.11 0.00 0.30 413.55
332 27.45 0.00 0.00 0.40 417.22
333 26.81 0.00 0.00 0.30 418.69
334 26.16 0.00 0.00 0.30 415.50
335 25.52 0.00 0.00 0.20 415.77
336 24.87 0.00 0.00 0.10 413.46
337 24.73 0.00 0.00 0.30 414.92
338 24.57 0.00 0.00 0.30 416.03
339 24.41 0.00 0.00 0.20 418.56
340 24.32 0.00 0.00 0.30 419.93
341 24.22 0.00 0.00 0.30 423.60
342 24.16 0.00 0.00 0.40 424.75
343 24.36 12.82 0.00 0.40 429.28
344 24.67 51.36 0.00 0.61 431.45
345 25.01 93.99 0.00 0.61 429.27
346 25.30 130.67 0.00 0.61 430.83
347 25.60 155.42 0.19 0.61 430.60
348 25.80 166.30 1.17 0.71 433.20
349 25.88 178.24 1.70 0.91 434.61
350 26.00 168.55 0.46 0.91 431.57
351 26.09 159.08 0.11 1.11 431.89
352 25.90 128.49 0.00 1.11 433.79
353 25.70 81.18 0.00 0.91 434.35
354 25.61 29.13 0.00 0.71 432.21
355 25.26 1.03 0.00 0.91 432.91
356 25.38 0.00 0.00 0.71 431.28
357 25.39 0.00 0.00 0.91 429.69
358 24.54 0.00 0.00 0.91 429.09
359 24.72 0.00 0.00 1.11 428.24
360 23.33 0.00 0.00 0.91 425.18
361 24.76 0.00 0.00 1.11 429.61
362 24.93 0.00 0.00 0.91 434.87
363 24.43 0.00 0.00 0.71 432.61
364 25.07 0.00 0.00 0.61 432.95
365 25.02 0.00 0.00 0.61 432.46
366 24.87 0.00 0.00 0.61 435.81
367 25.06 5.56 0.00 0.71 436.26
368 25.40 24.20 0.00 0.71 438.18
369 25.59 45.46 0.00 0.61 436.33
370 25.43 60.52 0.00 0.91 439.85
371 25.86 72.85 0.00 0.91 438.91
372 25.96 80.01 0.00 0.91 438.75
373 26.00 81.02 0.00 0.91 438.59
374 26.12 75.81 0.00 1.42 440.96
375 26.15 64.72 0.00 1.62 441.43
376 26.12 48.59 0.00 1.42 440.37
377 25.90 29.19 0.00 1.62 440.14
378 24.41 10.32 0.00 1.11 435.05
379 24.78 0.40 0.00 1.11 436.61
380 23.89 0.00 0.00 1.11 430.15
381 23.88 0.00 0.00 0.91 429.26
382 25.29 0.00 0.00 0.91 433.62
383 25.38 0.00 0.00 0.91 435.97
384 24.95 0.00 0.00 0.91 433.29
385 25.84 0.00 0.00 1.11 438.19
386 25.87 0.00 0.00 0.91 437.57
387 25.90 0.00 0.00 0.71 436.95
388 25.93 0.00 0.00 1.11 436.32
389 25.95 0.00 0.00 1.11 435.69
390 25.98 0.00 0.00 0.91 435.06
391 26.37 25.29 0.00 0.91 435.24
392 27.51 164.60 62.45 0.91 425.32
393 28.26 234.27 13.37 0.71 431.00
394 28.45 297.79 13.65 0.71 439.19
395 29.75 471.40 50.95 0.71 432.78
396 30.25 388.35 21.99 0.91 436.82
397 30.68 445.85 45.53 0.91 437.37
398 30.63 268.48 7.19 1.11 448.45
399 29.95 86.56 0.00 1.42 459.18
400 29.41 72.19 0.00 1.42 455.24
401 28.09 86.37 0.00 1.42 448.88
402 28.71 10.18 0.00 1.62 452.34
403 28.59 1.26 0.00 1.62 450.92
404 28.43 0.00 0.00 2.53 448.21
405 28.26 0.00 0.00 2.53 448.10
406 28.10 0.00 0.00 3.04 447.85
407 27.94 0.00 0.00 3.04 446.50
408 27.51 0.00 0.00 3.04 445.28
409 26.48 0.00 0.00 3.04 444.54
410 27.20 0.00 0.00 3.54 445.15
411 26.69 0.00 0.00 3.54 442.08
412 26.38 0.00 0.00 6.07 442.93
413 26.62 0.00 0.00 4.35 445.32
414 26.52 0.00 0.00 4.35 444.35
415 26.72 13.50 0.00 3.04 445.32
416 26.93 40.74 0.00 3.04 445.57
417 27.54 147.68 0.00 3.54 441.08
418 28.19 239.32 3.55 3.54 439.78
419 29.01 377.97 19.62 3.04 433.77
420 29.74 451.57 23.93 3.54 437.16
421 30.37 503.08 49.21 3.54 435.09
422 30.62 386.46 21.43 3.54 442.14
423 30.35 208.78 1.60 3.54 454.87
424 30.15 154.80 0.00 4.35 454.04
425 29.65 65.72 0.00 3.54 459.49
426 29.22 11.06 0.00 4.35 461.39
427 28.97 1.34 0.00 4.35 462.53
428 28.79 0.00 0.00 6.07 460.57
429 28.44 0.00 0.00 4.35 458.35
430 28.36 0.00 0.00 3.54 458.33
431 28.15 0.00 0.00 4.35 456.47
432 27.94 0.00 0.00 4.35 454.62
433 26.47 0.00 0.00 4.35 445.10
434 27.23 0.00 0.00 6.07 449.11
435 27.34 0.00 0.00 6.07 449.38
436 27.21 0.00 0.00 4.35 447.17
437 26.62 0.00 0.00 4.35 443.79
438 27.06 0.00 0.00 4.35 446.20
439 27.36 16.45 0.00 6.07 447.67
440 27.68 52.29 0.00 3.54 448.51
441 27.90 70.87 0.00 3.04 452.41
442 28.76 233.56 9.14 4.35 447.36
443 29.25 226.92 2.22 4.35 450.10
444 29.48 211.31 4.39 3.54 452.02
445 29.73 217.24 4.71 4.35 446.72
446 29.98 258.82 6.81 6.07 444.27
447 30.32 330.42 20.15 6.07 434.88
448 30.58 321.37 41.54 6.07 430.71
449 30.60 211.83 56.10 3.54 431.07
450 30.28 76.38 28.44 3.54 437.83
451 29.92 2.34 0.00 3.04 438.58
452 29.55 0.00 0.00 2.53 437.07
453 29.05 0.00 0.00 2.53 440.85
454 28.76 0.00 0.00 2.02 439.06
455 28.25 0.00 0.00 3.04 440.79
456 28.00 0.00 0.00 2.53 438.39
457 27.77 0.00 0.00 3.04 441.11
458 27.47 0.00 0.00 2.53 439.82
459 27.17 0.00 0.00 2.02 438.54
460 26.90 0.00 0.00 1.62 436.57
461 26.19 0.00 0.00 2.02 433.60
462 26.76 0.00 0.00 2.02 437.00
463 27.27 25.71 0.00 2.02 441.76
464 27.28 23.18 0.00 2.53 451.65
465 27.93 139.94 0.00 2.53 444.93
466 28.43 169.44 1.50 2.53 447.24
467 29.35 351.64 17.92 2.02 440.42
468 29.92 334.36 32.25 2.02 438.39
469 31.32 737.59 347.36 1.62 417.03
470 32.03 578.95 135.07 1.42 426.43
471 32.48 518.67 166.37 0.91 424.23
472 32.48 311.25 46.76 0.61 426.51
473 32.06 148.09 3.54 0.61 431.23
474 31.45 40.67 0.00 0.61 436.64
475 30.73 1.14 0.00 0.71 433.35
476 30.00 0.00 0.00 0.61 432.48
477 29.28 0.00 0.00 0.61 428.87
478 28.56 0.00 0.00 0.71 427.36
479 27.58 0.00 0.00 0.71 433.05
480 27.03 0.00 0.00 0.71 425.71
481 26.26 0.00 0.00 0.61 425.43
482 25.27 0.00 0.00 0.61 418.55
483 24.28 0.00 0.00 0.61 410.90
484 23.71 0.00 0.00 0.91 407.06
485 23.14 0.00 0.00 0.30 404.41
486 22.72 0.00 0.00 0.40 402.66
487 23.14 42.14 32.03 0.40 404.56
488 23.65 139.15 19.24 0.40 404.67
489 24.52 316.96 95.65 0.61 402.01
490 25.58 523.86 198.78 0.91 388.32
491 26.43 624.76 212.68 1.42 390.31
492 27.24 753.49 313.72 2.02 391.26
493 27.89 816.17 411.77 2.02 391.78
494 28.64 993.11 856.13 2.53 382.09
495 29.02 875.35 993.64 2.53 384.64
496 29.02 671.38 934.87 3.04 384.29
497 28.53 407.90 773.81 2.53 389.88
498 27.60 146.68 487.43 2.02 392.80
499 26.79 6.26 0.00 2.02 392.58
500 25.99 0.00 0.00 1.42 394.75
501 25.18 0.00 0.00 1.42 397.08
502 24.37 0.00 0.00 1.11 394.69
503 23.56 0.00 0.00 1.11 390.45
504 22.75 0.00 0.00 0.71 388.09
505 22.63 0.00 0.00 0.61 388.28
506 22.46 0.00 0.00 0.61 389.80
507 22.30 0.00 0.00 0.71 392.54
508 22.20 0.00 0.00 0.61 390.75
509 22.09 0.00 0.00 0.30 390.50
510 22.01 0.00 0.00 0.30 394.36
511 22.71 48.31 51.96 0.30 397.99
512 23.64 175.41 75.20 0.30 400.71
513 24.71 330.84 90.37 0.40 399.98
514 25.78 474.09 137.02 0.71 398.41
515 26.77 595.37 180.18 0.71 396.68
516 26.96 414.53 53.24 1.11 408.53
517 27.66 679.11 216.23 1.62 396.17
518 28.30 742.30 339.28 1.42 390.35
519 28.68 685.91 433.87 1.42 387.08
520 28.22 304.97 41.71 1.42 417.69
521 27.63 205.88 34.12 0.91 404.50
522 26.85 84.14 52.43 0.91 406.54
523 26.35 3.04 0.00 0.30 405.03
524 25.85 0.00 0.00 0.30 408.17
525 25.34 0.00 0.00 0.20 408.30
526 24.70 0.00 0.00 0.10 412.04
527 24.29 0.00 0.00 0.10 413.65
528 23.83 0.00 0.00 0.10 413.29
529 23.53 0.00 0.00 0.20 408.99
530 23.13 0.00 0.00 0.30 408.25
531 22.88 0.00 0.00 0.40 412.85
532 22.67 0.00 0.00 0.61 412.26
533 22.54 0.00 0.00 0.40 414.46
534 22.41 0.00 0.00 0.61 414.82
535 22.66 15.99 0.00 0.40 417.51
536 22.91 76.45 0.00 0.30 415.87
537 23.45 103.05 0.00 0.30 419.64
538 23.42 61.54 0.00 0.30 425.62
539 24.68 443.84 67.66 0.20 403.75
540 25.56 462.16 52.73 0.20 406.59
541 26.64 647.47 177.45 0.20 400.58
542 27.64 743.12 312.59 0.20 395.97
543 28.67 879.22 807.33 0.30 384.26
544 28.86 506.25 368.74 0.30 397.61
545 28.51 266.07 173.27 0.30 406.39
546 27.88 131.17 334.51 0.30 401.43
547 27.53 4.52 0.00 0.30 403.11
548 27.18 0.00 0.00 0.20 407.86
549 26.83 0.00 0.00 0.20 406.74
550 26.47 0.00 0.00 0.20 410.23
551 26.12 0.00 0.00 0.10 410.76
552 25.77 0.00 0.00 0.20 413.22
553 25.29 0.00 0.00 0.20 419.51
554 24.89 0.00 0.00 0.10 419.81
555 24.94 0.00 0.00 0.10 420.29
556 24.21 0.00 0.00 0.20 420.76
557 24.25 0.00 0.00 0.20 421.35
558 22.63 0.00 0.00 0.10 418.27
559 24.68 10.65 0.00 0.20 423.66
560 25.04 45.14 0.00 0.10 426.06
561 25.29 83.81 0.00 0.20 423.78
562 25.68 141.99 0.00 0.20 424.03
563 26.01 178.50 0.59 0.30 425.41
564 26.24 209.75 4.35 0.30 425.97
565 26.37 182.89 3.03 0.30 428.44
566 26.38 157.84 0.28 0.40 429.40
567 26.52 137.34 0.00 0.40 430.39
568 26.47 112.40 0.00 0.40 419.07
569 26.32 66.59 0.00 0.71 422.24
570 25.93 24.39 0.00 0.71 429.08
571 25.74 1.18 0.00 0.61 426.49
572 25.42 0.00 0.00 0.61 426.10
573 24.80 0.00 0.00 0.61 422.66
574 23.75 0.00 0.00 0.71 414.27
575 24.39 0.00 0.00 0.71 415.63
576 24.05 0.00 0.00 0.61 412.17
577 23.71 0.00 0.00 0.40 410.81
578 23.32 0.00 0.00 0.40 408.29
579 22.93 0.00 0.00 0.91 405.45
580 22.71 0.00 0.00 0.91 404.07
581 22.49 0.00 0.00 0.40 401.22
582 22.32 0.00 0.00 0.30 397.22
583 22.97 42.54 40.95 0.40 398.94
584 24.47 230.84 308.93 0.40 390.61
585 26.10 443.22 425.81 0.40 383.19
586 27.73 648.98 503.57 0.61 383.57
587 28.83 691.23 297.10 0.91 391.00
588 29.49 670.29 215.32 1.11 397.17
589 30.32 828.04 431.31 1.62 391.58
590 30.90 815.21 530.46 2.02 391.40
591 31.14 706.03 499.60 2.02 392.61
592 30.70 425.22 196.76 3.04 402.31
593 30.03 305.86 332.01 2.02 398.15
594 28.99 104.30 127.36 2.02 404.20
595 28.34 4.97 0.00 1.42 403.41
596 27.70 0.00 0.00 1.11 402.60
597 27.06 0.00 0.00 0.91 401.76
598 26.41 0.00 0.00 0.61 400.89
599 25.77 0.00 0.00 0.40 399.99
600 25.13 0.00 0.00 0.30 399.07
601 24.73 0.00 0.00 0.30 398.87
602 24.38 0.00 0.00 0.30 398.80
603 24.03 0.00 0.00 0.40 398.73
604 23.88 0.00 0.00 0.40 399.26
605 23.72 0.00 0.00 0.20 401.69
606 23.64 0.00 0.00 0.20 405.81
607 24.07 26.04 0.00 0.30 408.71
608 24.08 21.12 0.00 0.30 422.83
609 24.54 105.19 0.00 0.40 417.27
610 25.90 398.91 94.37 0.61 402.89
611 27.57 675.92 259.70 0.91 393.75
612 29.67 1062.78 878.36 1.11 380.58
613 30.65 815.27 353.12 1.11 395.30
614 31.81 1035.89 764.60 1.42 387.45
615 31.22 325.62 31.10 1.42 436.77
616 30.78 285.60 47.84 1.62 441.92
617 29.82 29.45 0.00 1.11 447.47
618 28.95 10.65 0.00 1.11 442.37
619 28.48 0.50 0.00 0.91 437.93
620 28.01 0.00 0.00 0.71 439.45
621 27.54 0.00 0.00 0.71 433.96
622 27.07 0.00 0.00 0.61 428.92
623 26.60 0.00 0.00 0.61 425.11
624 26.13 0.00 0.00 0.61 426.06
625 25.44 0.00 0.00 0.40 419.71
626 24.64 0.00 0.00 0.40 417.89
